Isolate,Collection_date,Geo_origin,Muts_counts,Gene
ISL_469343,2020-05-15,UK,1,S
ISL_469368,2020-05-08,UK,1,S
ISL_469382,2020-05-09,UK,2,S
ISL_469406,2020-05-18,UK,2,S
ISL_469434,2020-05-11,UK,2,S
ISL_469470,2020-05-14,UK,2,S
ISL_469489,2020-05-03,UK,2,S
ISL_469511,2020-05-13,UK,2,S
ISL_469523,2020-05-12,UK,3,S
ISL_469775,2020-04-15,UK,1,S
ISL_469896,2020-05-11,UK,1,S
ISL_469936,2020-03-30,UK,0,S
ISL_470023,2020-04-13,UK,0,S
ISL_470032,2020-04-11,UK,1,S
ISL_470131,2020-04-20,UK,1,S
ISL_470138,2020-04-21,UK,2,S
ISL_470176,2020-04-18,UK,1,S
ISL_470188,2020-04-17,UK,2,S
ISL_470319,2020-04-20,UK,1,S
ISL_470337,2020-04-20,UK,1,S
ISL_470442,2020-04-10,UK,1,S
ISL_470455,2020-04-09,UK,1,S
ISL_470703,2020-04-13,USA,1,S
ISL_470750,2020-06-03,USA,1,S
ISL_470772,2020-06-03,USA,1,S
ISL_470789,2020-06-03,USA,1,S
ISL_471188,2020-04-10,USA,1,S
ISL_471243,2020-04-03,USA,0,S
ISL_471253,2020-03-20,USA,0,S
ISL_471709,2020-05-16,USA,1,S
ISL_471721,2020-04-27,USA,1,S
ISL_471737,2020-04-27,USA,1,S
ISL_471854,2020-04-17,USA,1,S
ISL_471869,2020-04-29,USA,1,S
ISL_471907,2020-05-18,USA,1,S
ISL_471964,2020-03-29,UK,1,S
ISL_471990,2020-05-04,UK,1,S
ISL_472031,2020-06-04,UK,1,S
ISL_472312,2020-05-04,UK,1,S
ISL_472313,2020-05-05,UK,1,S
ISL_472419,2020-05-04,UK,1,S
ISL_472498,2020-05-07,UK,2,S
ISL_472513,2020-05-04,UK,1,S
ISL_472576,2020-05-05,UK,1,S
ISL_472634,2020-05-06,UK,1,S
ISL_472748,2020-05-15,UK,1,S
ISL_472775,2020-05-14,UK,1,S
ISL_472782,2020-05-14,UK,1,S
ISL_472801,2020-05-11,UK,1,S
ISL_472912,2020-05-19,UK,1,S
ISL_472915,2020-05-23,UK,1,S
ISL_472916,2020-05-18,UK,1,S
ISL_473029,2020-05-14,UK,1,S
ISL_473035,2020-05-24,UK,1,S
ISL_473092,2020-05-13,UK,0,S
ISL_473103,2020-06-04,UK,2,S
ISL_473120,2020-05-28,UK,2,S
ISL_473127,2020-05-31,UK,1,S
ISL_473143,2020-05-20,UK,1,S
ISL_473278,2020-06-03,UK,1,S
ISL_473310,2020-05-05,UK,0,S
ISL_473312,2020-05-05,UK,1,S
ISL_473313,2020-05-04,UK,1,S
ISL_473345,2020-05-17,UK,2,S
ISL_473354,2020-05-16,UK,2,S
ISL_473443,2020-06-05,UK,1,S
ISL_473472,2020-06-02,UK,1,S
ISL_473507,2020-06-12,UK,1,S
ISL_473621,2020-04-21,UK,1,S
ISL_473700,2020-05-16,UK,1,S
ISL_473724,2020-05-19,UK,2,S
ISL_473751,2020-05-22,UK,2,S
ISL_473761,2020-05-25,UK,0,S
ISL_473779,2020-04-03,UK,1,S
ISL_473851,2020-04-08,UK,2,S
ISL_473885,2020-05-14,UK,1,S
ISL_473907,2020-05-18,UK,2,S
ISL_473953,2020-05-13,UK,1,S
ISL_473971,2020-05-10,UK,1,S
ISL_474006,2020-05-08,UK,2,S
ISL_474029,2020-05-07,UK,1,S
ISL_474036,2020-05-12,UK,1,S
ISL_474077,2020-05-06,UK,1,S
ISL_474157,2020-05-08,UK,2,S
ISL_474218,2020-05-07,UK,2,S
ISL_474316,2020-04-04,UK,1,S
ISL_474331,2020-04-15,UK,1,S
ISL_474367,2020-04-14,UK,1,S
ISL_474381,2020-04-15,UK,1,S
ISL_474515,2020-04-24,UK,1,S
ISL_474575,2020-04-27,UK,1,S
ISL_474577,2020-04-28,UK,2,S
ISL_474728,2020-04-28,UK,1,S
ISL_475219,2020-05-05,USA,1,S
ISL_475335,2020-04-22,UK,1,S
ISL_475390,2020-05-28,UK,2,S
ISL_475400,2020-03-20,UK,1,S
ISL_475410,2020-04-27,UK,1,S
ISL_475431,2020-05-06,UK,2,S
ISL_475488,2020-05-12,UK,2,S
ISL_475507,2020-05-23,UK,2,S
ISL_475667,2020-04-07,USA,1,S
ISL_475669,2020-04-01,USA,0,S
ISL_475743,2020-05-12,USA,2,S
ISL_476021,2020-06-19,USA,1,S
ISL_476027,2020-05-21,USA,1,S
ISL_476064,2020-05-28,USA,1,S
ISL_476748,2020-05-03,USA,1,S
ISL_477281,2020-05-05,USA,1,S
ISL_477686,2020-03-18,USA,1,S
ISL_477743,2020-06-01,UK,2,S
ISL_477773,2020-04-28,UK,2,S
ISL_477806,2020-06-18,UK,2,S
ISL_477885,2020-04-12,UK,1,S
ISL_477983,2020-04-16,UK,1,S
ISL_478037,2020-04-20,UK,0,S
ISL_478078,2020-05-18,UK,2,S
ISL_478079,2020-05-24,UK,1,S
ISL_478104,2020-05-28,UK,2,S
ISL_478107,2020-05-27,UK,2,S
ISL_478117,2020-05-31,UK,1,S
ISL_478129,2020-05-19,UK,1,S
ISL_478132,2020-05-20,UK,1,S
ISL_478149,2020-05-19,UK,1,S
ISL_478190,2020-05-11,UK,2,S
ISL_478199,2020-05-08,UK,1,S
ISL_478217,2020-05-12,UK,1,S
ISL_478320,2020-06-03,UK,2,S
ISL_478335,2020-06-08,UK,2,S
ISL_478349,2020-06-16,UK,2,S
ISL_478377,2020-06-04,UK,1,S
ISL_478404,2020-04-06,UK,1,S
ISL_478617,2020-03-29,UK,0,S
ISL_478789,2020-04-15,UK,2,S
ISL_478855,2020-04-18,UK,1,S
ISL_478876,2020-04-26,UK,1,S
ISL_478920,2020-04-21,UK,1,S
ISL_478921,2020-04-21,UK,0,S
ISL_479042,2020-04-25,UK,1,S
ISL_479052,2020-04-16,UK,1,S
ISL_479160,2020-04-17,UK,1,S
ISL_479177,2020-03-25,UK,0,S
ISL_479223,2020-05-22,UK,2,S
ISL_479345,2020-05-30,UK,1,S
ISL_479372,2020-06-03,UK,1,S
ISL_479384,2020-05-08,UK,0,S
ISL_479435,2020-05-18,UK,3,S
ISL_479450,2020-06-03,UK,1,S
ISL_480357,2020-05-20,USA,1,S
ISL_480360,2020-05-21,USA,1,S
ISL_480857,2020-04-14,USA,1,S
ISL_481773,2020-05-06,UK,1,S
ISL_481826,2020-05-05,UK,1,S
ISL_481833,2020-04-25,UK,2,S
ISL_481913,2020-05-03,UK,0,S
ISL_481925,2020-05-04,UK,1,S
ISL_481930,2020-05-08,UK,2,S
ISL_481966,2020-04-16,UK,1,S
ISL_482089,2020-05-06,UK,2,S
ISL_482366,2020-04-21,USA,1,S
ISL_482406,2020-05-03,USA,1,S
ISL_482425,2020-05-12,USA,1,S
ISL_482426,2020-05-12,USA,1,S
ISL_482446,2020-04-18,USA,1,S
ISL_482456,2020-03-27,USA,0,S
ISL_482958,2020-05-19,USA,1,S
ISL_482979,2020-06-09,USA,1,S
ISL_483006,2020-03-20,USA,1,S
ISL_483180,2020-04-04,USA,1,S
ISL_483216,2020-05-05,USA,1,S
ISL_483219,2020-05-04,USA,1,S
ISL_483301,2020-03-29,USA,1,S
ISL_483316,2020-03-30,USA,1,S
ISL_483331,2020-05-06,USA,1,S
ISL_483374,2020-03-30,USA,1,S
ISL_483439,2020-03-31,USA,1,S
ISL_483490,2020-06-20,USA,1,S
ISL_483495,2020-06-22,USA,1,S
ISL_483523,2020-06-18,USA,1,S
ISL_483908,2020-06-07,UK,2,S
ISL_483967,2020-03-19,UK,0,S
ISL_484069,2020-03-27,UK,0,S
ISL_484126,2020-03-30,UK,1,S
ISL_484164,2020-03-31,UK,1,S
ISL_484229,2020-06-10,UK,1,S
ISL_484255,2020-06-08,UK,2,S
ISL_484258,2020-06-15,UK,2,S
ISL_484264,2020-05-17,UK,2,S
ISL_484269,2020-05-13,UK,1,S
ISL_484293,2020-05-01,UK,1,S
ISL_484331,2020-06-15,UK,2,S
ISL_484433,2020-06-18,UK,2,S
ISL_484461,2020-06-09,UK,1,S
ISL_484645,2020-04-18,UK,1,S
ISL_484649,2020-04-18,UK,1,S
ISL_484652,2020-04-22,UK,0,S
ISL_484680,2020-05-18,UK,1,S
ISL_484685,2020-06-26,UK,1,S
ISL_484851,2020-06-12,USA,1,S
ISL_484856,2020-06-18,USA,1,S
ISL_484862,2020-06-01,USA,2,S
ISL_484909,2020-06-24,USA,1,S
ISL_484929,2020-06-25,USA,1,S
ISL_484954,2020-06-23,USA,1,S
ISL_484965,2020-06-20,USA,1,S
ISL_485054,2020-04-24,USA,1,S
ISL_485134,2020-04-18,USA,1,S
ISL_485160,2020-04-16,USA,1,S
ISL_485167,2020-04-16,USA,1,S
ISL_485194,2020-04-15,USA,1,S
ISL_485198,2020-04-15,USA,1,S
ISL_485276,2020-04-11,USA,1,S
ISL_485604,2020-02-24,UK,1,S
ISL_485606,2020-06-02,UK,1,S
ISL_485868,2020-03-17,USA,1,S
ISL_485881,2020-04-21,USA,1,S
ISL_485882,2020-04-21,USA,1,S
ISL_485977,2020-03-24,USA,1,S
ISL_485981,2020-03-30,USA,0,S
ISL_486003,2020-03-29,USA,0,S
ISL_486060,2020-03-26,USA,1,S
ISL_486066,2020-03-27,USA,1,S
ISL_486093,2020-03-11,USA,0,S
ISL_486161,2020-04-27,USA,2,S
ISL_486228,2020-05-06,USA,1,S
ISL_486232,2020-05-06,USA,1,S
ISL_486270,2020-05-01,USA,2,S
ISL_486294,2020-04-21,USA,1,S
ISL_486304,2020-04-22,USA,2,S
ISL_487246,2020-05-12,USA,1,S
ISL_487251,2020-05-13,USA,1,S
ISL_487554,2020-05-19,UK,2,S
ISL_487579,2020-05-20,UK,2,S
ISL_487659,2020-04-28,UK,0,S
ISL_487962,2020-04-04,UK,0,S
ISL_487980,2020-04-13,UK,1,S
ISL_488030,2020-04-22,UK,1,S
ISL_488031,2020-04-22,UK,1,S
ISL_488060,2020-04-24,UK,1,S
ISL_488091,2020-05-05,UK,2,S
ISL_488113,2020-05-11,UK,1,S
ISL_488119,2020-04-28,UK,1,S
ISL_488134,2020-05-12,UK,1,S
ISL_488237,2020-04-13,UK,1,S
ISL_488294,2020-04-24,UK,1,S
ISL_488349,2020-03-09,UK,2,S
ISL_488387,2020-04-20,UK,0,S
ISL_488388,2020-02-29,UK,1,S
ISL_488404,2020-03-30,UK,1,S
ISL_488429,2020-04-22,UK,2,S
ISL_488466,2020-03-12,UK,2,S
ISL_488725,2020-03-24,UK,0,S
ISL_488739,2020-03-25,UK,1,S
ISL_488805,2020-03-18,UK,1,S
ISL_488810,2020-03-20,UK,0,S
ISL_488840,2020-05-13,UK,2,S
ISL_488908,2020-04-07,UK,1,S
ISL_488943,2020-03-27,UK,1,S
ISL_489009,2020-04-06,UK,1,S
ISL_489068,2020-05-05,UK,2,S
ISL_489093,2020-05-19,UK,1,S
ISL_489115,2020-05-29,UK,3,S
ISL_489130,2020-05-05,UK,2,S
ISL_489191,2020-04-16,UK,1,S
ISL_489261,2020-05-03,UK,1,S
ISL_489302,2020-05-01,UK,1,S
ISL_489307,2020-04-20,UK,1,S
ISL_489337,2020-04-27,UK,1,S
ISL_489343,2020-05-02,UK,1,S
ISL_489463,2020-04-21,UK,0,S
ISL_489484,2020-04-23,UK,1,S
ISL_489522,2020-04-23,UK,2,S
ISL_489928,2020-06-26,USA,3,S
ISL_489949,2020-07-06,USA,2,S
ISL_490225,2020-06-18,UK,0,S
ISL_490338,2020-06-19,UK,1,S
ISL_490355,2020-06-16,UK,2,S
ISL_490397,2020-06-28,UK,1,S
ISL_490638,2020-05-05,UK,1,S
ISL_490677,2020-04-10,UK,1,S
ISL_490702,2020-06-27,UK,3,S
ISL_490704,2020-07-03,UK,3,S
ISL_490708,2020-07-03,UK,3,S
ISL_490777,2020-05-11,UK,2,S
ISL_490792,2020-05-14,UK,2,S
ISL_491028,2020-03-27,USA,1,S
ISL_491394,2020-06-29,USA,1,S
ISL_491509,2020-04-24,UK,1,S
ISL_491520,2020-04-21,UK,1,S
ISL_491585,2020-04-07,UK,1,S
ISL_491599,2020-04-18,UK,1,S
ISL_491722,2020-07-02,UK,1,S
ISL_491726,2020-07-02,UK,1,S
ISL_491729,2020-07-03,UK,1,S
ISL_491911,2020-03-25,USA,1,S
ISL_491929,2020-04-08,USA,1,S
ISL_492200,2020-05-29,UK,1,S
ISL_492401,2020-04-27,UK,0,S
ISL_492411,2020-04-28,UK,2,S
ISL_492418,2020-04-02,UK,2,S
ISL_492440,2020-04-28,UK,2,S
ISL_492665,2020-03-11,UK,0,S
ISL_492696,2020-04-12,UK,2,S
ISL_492747,2020-04-23,UK,0,S
ISL_492768,2020-04-07,UK,1,S
ISL_492787,2020-04-09,UK,1,S
ISL_492879,2020-03-24,UK,1,S
ISL_492909,2020-04-30,UK,1,S
ISL_492941,2020-05-14,UK,2,S
ISL_493086,2020-06-19,USA,0,S
ISL_493437,2020-06-20,UK,1,S
ISL_493499,2020-05-06,UK,2,S
ISL_493537,2020-05-10,UK,1,S
ISL_493574,2020-04-23,UK,1,S
ISL_493707,2020-05-08,UK,2,S
ISL_493841,2020-05-06,UK,1,S
ISL_493913,2020-05-09,UK,2,S
ISL_493999,2020-05-01,UK,2,S
ISL_494055,2020-06-21,UK,1,S
ISL_494075,2020-06-27,UK,1,S
ISL_494076,2020-06-21,UK,1,S
ISL_494104,2020-05-25,UK,1,S
ISL_494110,2020-06-16,UK,2,S
ISL_494180,2020-05-22,UK,2,S
ISL_494211,2020-05-28,UK,1,S
ISL_494241,2020-04-22,UK,1,S
ISL_494255,2020-05-20,UK,2,S
ISL_494277,2020-05-21,UK,1,S
ISL_494303,2020-05-18,UK,1,S
ISL_494323,2020-05-28,UK,1,S
ISL_494377,2020-04-04,USA,2,S
ISL_494406,2020-04-05,USA,1,S
ISL_494436,2020-04-24,USA,1,S
ISL_494479,2020-05-06,USA,2,S
ISL_494486,2020-04-30,USA,1,S
ISL_494489,2020-04-30,USA,1,S
ISL_494631,2020-04-02,USA,2,S
ISL_494656,2020-05-04,USA,2,S
ISL_494694,2020-05-18,USA,1,S
ISL_494697,2020-04-28,USA,1,S
ISL_494706,2020-05-19,USA,1,S
ISL_494719,2020-04-01,USA,1,S
ISL_494723,2020-03-25,USA,1,S
ISL_495642,2020-05-08,USA,1,S
ISL_495668,2020-05-08,USA,1,S
ISL_495677,2020-05-09,USA,1,S
ISL_495709,2020-05-13,USA,1,S
ISL_495748,2020-05-15,USA,0,S
ISL_495764,2020-05-13,USA,1,S
ISL_495777,2020-05-15,USA,1,S
ISL_495817,2020-05-18,USA,0,S
ISL_495884,2020-05-21,USA,1,S
ISL_495918,2020-05-21,USA,1,S
ISL_495943,2020-05-23,USA,1,S
ISL_496007,2020-05-26,USA,1,S
ISL_496026,2020-05-26,USA,1,S
ISL_496036,2020-05-26,USA,1,S
ISL_496248,2020-06-03,USA,1,S
ISL_496261,2020-05-27,USA,1,S
ISL_496324,2020-05-28,USA,1,S
ISL_496951,2020-06-11,USA,1,S
ISL_497028,2020-06-14,USA,1,S
ISL_497044,2020-06-15,USA,1,S
ISL_497090,2020-06-16,USA,1,S
ISL_497144,2020-06-17,USA,1,S
ISL_497216,2020-06-19,USA,1,S
ISL_497224,2020-06-18,USA,3,S
ISL_497239,2020-06-18,USA,1,S
ISL_497402,2020-06-03,USA,1,S
ISL_497413,2020-06-04,USA,1,S
ISL_497414,2020-06-04,USA,1,S
ISL_497418,2020-06-04,USA,1,S
ISL_497494,2020-06-07,USA,0,S
ISL_497498,2020-06-05,USA,1,S
ISL_497526,2020-06-05,USA,2,S
ISL_497703,2020-06-09,USA,1,S
ISL_497709,2020-06-10,USA,1,S
ISL_498705,2020-04-16,USA,1,S
ISL_498723,2020-04-30,USA,1,S
ISL_498724,2020-04-29,USA,1,S
ISL_499288,2020-04-05,UK,1,S
ISL_499296,2020-04-05,UK,1,S
ISL_499328,2020-04-23,UK,2,S
ISL_499366,2020-04-03,UK,1,S
ISL_499370,2020-04-05,UK,1,S
ISL_499383,2020-07-13,UK,1,S
ISL_499393,2020-07-08,UK,2,S
ISL_499418,2020-06-23,UK,2,S
ISL_499495,2020-06-18,UK,1,S
ISL_499554,2020-07-06,UK,2,S
ISL_499599,2020-06-18,UK,1,S
ISL_499645,2020-03-19,UK,1,S
ISL_499658,2020-03-18,UK,0,S
ISL_499822,2020-03-20,UK,0,S
ISL_499843,2020-02-28,UK,1,S
ISL_499971,2020-07-07,UK,2,S
ISL_499973,2020-07-07,UK,1,S
ISL_499990,2020-05-26,UK,1,S
ISL_499991,2020-05-26,UK,1,S
ISL_499998,2020-05-19,UK,1,S
ISL_500003,2020-05-20,UK,1,S
ISL_500008,2020-05-19,UK,1,S
ISL_500031,2020-07-04,UK,1,S
ISL_500098,2020-03-14,UK,0,S
ISL_500108,2020-03-14,UK,1,S
ISL_500837,2020-04-17,USA,0,S
ISL_500857,2020-04-17,USA,1,S
ISL_500958,2020-05-19,UK,1,S
ISL_500964,2020-05-16,UK,2,S
ISL_500988,2020-05-06,UK,1,S
ISL_501009,2020-05-28,UK,1,S
ISL_501032,2020-05-21,UK,1,S
ISL_501041,2020-05-21,UK,1,S
ISL_501046,2020-05-23,UK,1,S
ISL_501068,2020-05-19,UK,1,S
ISL_501069,2020-05-02,UK,1,S
ISL_501121,2020-06-30,USA,2,S
ISL_501144,2020-07-01,USA,2,S
ISL_501555,2020-03-23,UK,1,S
ISL_501558,2020-03-24,UK,1,S
ISL_501595,2020-03-25,UK,1,S
ISL_507056,2020-03-18,UK,0,S
ISL_507198,2020-04-26,UK,1,S
ISL_507568,2020-04-03,USA,1,S
ISL_507769,2020-05-14,USA,1,S
ISL_507775,2020-05-26,USA,1,S
ISL_507840,2020-04-01,USA,1,S
ISL_507902,2020-03-26,USA,1,S
ISL_507926,2020-03-26,USA,1,S
ISL_507966,2020-07-10,USA,3,S
ISL_508062,2020-05-12,USA,1,S
ISL_508790,2020-03-21,USA,1,S
ISL_508799,2020-03-24,USA,1,S
ISL_508804,2020-03-19,USA,1,S
ISL_508837,2020-04-06,USA,1,S
ISL_508852,2020-04-06,USA,1,S
ISL_509097,2020-05-10,USA,1,S
ISL_509123,2020-05-09,USA,1,S
ISL_509126,2020-05-10,USA,1,S
ISL_509140,2020-05-27,USA,1,S
ISL_509143,2020-07-10,USA,2,S
ISL_509153,2020-07-10,USA,1,S
ISL_509160,2020-07-11,USA,1,S
ISL_509182,2020-07-14,USA,2,S
ISL_509199,2020-07-16,USA,1,S
ISL_509213,2020-07-17,USA,1,S
ISL_509428,2020-05-10,USA,1,S
ISL_509448,2020-04-06,USA,2,S
ISL_509456,2020-05-26,USA,1,S
ISL_509460,2020-05-26,USA,1,S
ISL_509537,2020-04-30,USA,1,S
ISL_509676,2020-07-08,USA,1,S
ISL_509684,2020-07-09,USA,1,S
ISL_509734,2020-03-24,USA,1,S
ISL_509766,2020-03-30,USA,1,S
ISL_509814,2020-07-17,USA,2,S
ISL_509819,2020-06-18,USA,1,S
ISL_509826,2020-05-29,USA,2,S
ISL_509840,2020-05-20,USA,1,S
ISL_509848,2020-05-07,USA,1,S
ISL_509863,2020-07-09,USA,1,S
ISL_509865,2020-07-15,USA,2,S
ISL_509905,2020-07-11,USA,1,S
ISL_509973,2020-07-21,USA,2,S
ISL_510881,2020-07-17,USA,1,S
ISL_511859,2020-05-29,USA,1,S
ISL_511972,2020-06-16,UK,1,S
ISL_512203,2020-05-18,USA,1,S
ISL_512271,2020-04-25,USA,2,S
ISL_512361,2020-07-14,UK,2,S
ISL_512443,2020-04-04,UK,0,S
ISL_512488,2020-07-20,UK,2,S
ISL_512509,2020-07-24,UK,2,S
ISL_512513,2020-07-26,UK,2,S
ISL_512532,2020-07-17,UK,2,S
ISL_512794,2020-03-23,USA,0,S
ISL_512795,2020-03-19,USA,1,S
ISL_513266,2020-06-20,USA,1,S
ISL_513422,2020-03-14,USA,2,S
ISL_513428,2020-03-15,USA,2,S
ISL_513434,2020-03-13,USA,1,S
ISL_513451,2020-03-16,USA,2,S
ISL_513462,2020-03-19,USA,1,S
ISL_513651,2020-04-29,USA,1,S
ISL_513658,2020-04-29,USA,1,S
ISL_513748,2020-05-27,USA,1,S
ISL_513820,2020-05-18,USA,1,S
ISL_513897,2020-05-01,USA,1,S
ISL_513902,2020-05-28,USA,1,S
ISL_514085,2020-04-24,USA,1,S
ISL_514169,2020-06-12,USA,1,S
ISL_514449,2020-08-06,UK,1,S
ISL_514531,2020-08-03,UK,2,S
ISL_514555,2020-08-04,UK,2,S
ISL_514561,2020-08-03,UK,2,S
ISL_514576,2020-07-29,UK,3,S
ISL_514625,2020-06-26,USA,3,S
ISL_515333,2020-03-25,USA,0,S
ISL_515376,2020-04-17,USA,1,S
ISL_515393,2020-04-26,USA,1,S
ISL_515421,2020-05-14,USA,1,S
ISL_515448,2020-05-26,USA,1,S
ISL_515909,2020-02-28,USA,0,S
ISL_515910,2020-02-27,USA,0,S
ISL_515911,2020-02-27,USA,0,S
ISL_516230,2020-04-01,USA,1,S
ISL_516400,2020-07-07,USA,1,S
ISL_516451,2020-08-04,USA,3,S
ISL_516468,2020-08-02,USA,1,S
ISL_516497,2020-07-29,USA,2,S
ISL_516504,2020-07-26,USA,1,S
ISL_516506,2020-08-03,USA,1,S
ISL_516513,2020-07-31,USA,2,S
ISL_516520,2020-08-02,USA,1,S
ISL_516540,2020-07-27,USA,1,S
ISL_516751,2020-06-24,USA,2,S
ISL_516757,2020-07-07,USA,2,S
ISL_516767,2020-07-03,USA,2,S
ISL_516769,2020-07-07,USA,1,S
ISL_516859,2020-03-16,UK,2,S
ISL_517022,2020-03-27,UK,2,S
ISL_517061,2020-03-28,UK,1,S
ISL_517099,2020-03-26,UK,2,S
ISL_517128,2020-03-26,UK,2,S
ISL_517161,2020-03-26,UK,0,S
ISL_517171,2020-03-26,UK,1,S
ISL_517236,2020-03-26,UK,1,S
ISL_517248,2020-03-26,UK,1,S
ISL_517309,2020-03-24,UK,1,S
ISL_517342,2020-03-24,UK,0,S
ISL_517398,2020-03-23,UK,2,S
ISL_517409,2020-03-23,UK,2,S
ISL_517416,2020-03-23,UK,1,S
ISL_517502,2020-03-24,UK,2,S
ISL_517508,2020-03-24,UK,2,S
ISL_517515,2020-04-04,UK,2,S
ISL_517556,2020-07-30,UK,3,S
ISL_517568,2020-08-04,UK,2,S
ISL_517574,2020-07-30,UK,1,S
ISL_517780,2020-04-15,USA,1,S
ISL_517792,2020-06-24,USA,1,S
ISL_517806,2020-07-02,USA,2,S
ISL_517831,2020-07-18,USA,1,S
ISL_517840,2020-07-08,USA,1,S
ISL_517859,2020-07-10,USA,1,S
ISL_517868,2020-07-29,USA,1,S
ISL_517891,2020-07-10,USA,1,S
ISL_517909,2020-07-21,USA,1,S
ISL_517946,2020-06-05,USA,1,S
ISL_518861,2020-03-19,USA,1,S
ISL_518871,2020-03-24,USA,1,S
ISL_518884,2020-03-22,USA,1,S
ISL_518886,2020-03-21,USA,1,S
ISL_522260,2020-04-26,USA,1,S
ISL_522322,2020-05-15,USA,2,S
ISL_522352,2020-05-09,USA,1,S
ISL_522380,2020-05-24,USA,1,S
ISL_522391,2020-05-28,USA,2,S
ISL_522394,2020-05-28,USA,1,S
ISL_522777,2020-05-12,USA,1,S
ISL_522786,2020-05-13,USA,1,S
ISL_522816,2020-07-18,USA,2,S
ISL_522821,2020-07-23,USA,2,S
ISL_522895,2020-08-12,USA,1,S
ISL_522900,2020-08-13,USA,1,S
ISL_522902,2020-08-13,USA,1,S
ISL_522904,2020-08-12,USA,2,S
ISL_522909,2020-08-13,USA,1,S
ISL_522927,2020-08-12,USA,1,S
ISL_522967,2020-05-07,USA,1,S
ISL_524083,2020-05-22,USA,2,S
ISL_524106,2020-05-26,USA,2,S
ISL_524111,2020-05-13,USA,1,S
ISL_524122,2020-05-14,USA,2,S
ISL_524143,2020-05-13,USA,2,S
ISL_524242,2020-05-26,USA,2,S
ISL_524283,2020-05-18,USA,1,S
ISL_524306,2020-05-18,USA,2,S
ISL_524331,2020-05-26,USA,1,S
ISL_524341,2020-05-24,USA,3,S
ISL_524346,2020-05-19,USA,2,S
ISL_524385,2020-05-08,USA,2,S
ISL_524391,2020-05-08,USA,2,S
ISL_524570,2020-04-09,UK,1,S
ISL_524774,2020-05-21,USA,2,S
ISL_524821,2020-05-23,USA,1,S
ISL_524830,2020-05-31,USA,1,S
ISL_524842,2020-05-29,USA,1,S
ISL_524877,2020-04-13,USA,1,S
ISL_524891,2020-07-15,USA,1,S
ISL_524931,2020-05-17,USA,1,S
ISL_525122,2020-05-18,USA,2,S
ISL_525143,2020-05-30,USA,2,S
ISL_525168,2020-05-30,USA,1,S
ISL_525172,2020-05-26,USA,1,S
ISL_525191,2020-07-07,USA,1,S
ISL_525226,2020-05-12,USA,2,S
ISL_525287,2020-05-13,USA,1,S
ISL_525296,2020-05-10,USA,2,S
ISL_525312,2020-05-11,USA,2,S
ISL_525324,2020-05-11,USA,2,S
ISL_525342,2020-05-20,USA,1,S
ISL_525575,2020-02-29,USA,0,S
ISL_525590,2020-03-08,USA,1,S
ISL_525604,2020-03-12,USA,1,S
ISL_525630,2020-03-24,USA,1,S
ISL_525634,2020-03-26,USA,1,S
ISL_525705,2020-06-29,USA,2,S
ISL_525708,2020-07-02,USA,1,S
ISL_525710,2020-07-02,USA,2,S
ISL_525718,2020-07-08,USA,1,S
ISL_525721,2020-07-11,USA,1,S
ISL_525731,2020-07-16,USA,1,S
ISL_525764,2020-03-16,USA,1,S
ISL_525806,2020-07-30,USA,1,S
ISL_525843,2020-06-13,USA,1,S
ISL_525854,2020-06-13,USA,1,S
ISL_525904,2020-06-22,USA,1,S
ISL_525965,2020-07-09,USA,1,S
ISL_525974,2020-07-18,USA,3,S
ISL_525978,2020-07-20,USA,1,S
ISL_525979,2020-07-20,USA,1,S
ISL_525982,2020-07-20,USA,1,S
ISL_525989,2020-07-22,USA,1,S
ISL_526009,2020-07-23,USA,2,S
ISL_526085,2020-07-31,USA,1,S
ISL_526089,2020-06-09,USA,1,S
ISL_526096,2020-06-05,USA,1,S
ISL_526110,2020-07-28,USA,1,S
ISL_526311,2020-07-17,UK,2,S
ISL_526337,2020-08-05,UK,2,S
ISL_526378,2020-07-20,UK,2,S
ISL_526379,2020-07-24,UK,2,S
ISL_526403,2020-07-27,UK,1,S
ISL_526452,2020-03-31,UK,2,S
ISL_526525,2020-08-13,UK,2,S
ISL_526530,2020-08-11,UK,1,S
ISL_526586,2020-07-31,USA,1,S
ISL_526597,2020-08-04,USA,1,S
ISL_526630,2020-08-17,USA,1,S
ISL_526631,2020-08-17,USA,1,S
ISL_526659,2020-08-18,USA,1,S
ISL_526677,2020-08-20,USA,2,S
ISL_526775,2020-05-06,USA,1,S
ISL_526788,2020-05-08,USA,1,S
ISL_526789,2020-05-08,USA,1,S
ISL_526798,2020-03-17,USA,1,S
ISL_526836,2020-04-10,USA,1,S
ISL_526841,2020-04-17,USA,1,S
ISL_526862,2020-07-02,USA,1,S
ISL_526897,2020-07-07,USA,1,S
ISL_527430,2020-04-22,USA,1,S
ISL_527601,2020-07-27,USA,1,S
ISL_527607,2020-08-03,USA,1,S
ISL_527610,2020-08-03,USA,1,S
ISL_527619,2020-08-03,USA,1,S
ISL_527642,2020-07-14,USA,1,S
ISL_527684,2020-04-28,USA,1,S
ISL_527692,2020-05-27,USA,1,S
ISL_527801,2020-08-07,USA,1,S
ISL_528437,2020-05-11,UK,1,S
ISL_528646,2020-07-27,USA,3,S
ISL_529245,2020-07-10,UK,2,S
ISL_529321,2020-07-06,UK,1,S
ISL_529329,2020-07-22,UK,1,S
